environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,replication,method,truth,estimate,error,squared_error,pilot_per_group,pilot_total,main_total,exploration,design_constant,mc_ucb_score_range,mc_ucb_beta
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,tail_no_cov,11.870935383221072,11.713678537273466,-0.15725684594760558,0.024729715597388954,11,1639,5811,0.10763683815158194,160.86355083417604,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,learned_mean,11.870935383221072,11.771775391261158,-0.09915999195991354,0.009832704005490118,11,1639,5811,0.10763683815158194,147.3943756403815,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,13,oracle_no_cov,11.870935383221072,11.794630990472239,-0.07630439274883294,0.005822360352768148,0,0,7450,0.10763683815158194,109.91956953494487,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,uniform,11.870935383221072,13.719722211801285,1.848786828580213,3.4180127375316816,0,0,7450,0.10763683815158194,8104.236782959191,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,occupancy,11.870935383221072,11.960627566420401,0.08969218319932892,0.008044687727061982,0,0,7450,0.10763683815158194,173.6008736373826,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,mean_influence,11.870935383221072,11.95107390867521,0.08013852545413869,0.0064221832619636345,0,0,7450,0.10763683815158194,134.13759812034056,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,mc_ucb_frozen,11.870935383221072,10.913777855358951,-0.9571575278621207,0.9161505331431264,11,1639,5811,0.10763683815158194,9240.425890610746,22.382869352173,141.02439222595277
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,tis,11.870935383221072,11.930705013214505,0.059769629993432716,0.003572408669551852,11,1639,5811,0.10763683815158194,146.353185342899,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,oracle_tail,11.870935383221072,12.02182358573411,0.15088820251303758,0.02276724965761544,0,0,7450,0.10763683815158194,109.61389189573917,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,tail_no_cov,11.870935383221072,11.899596427245744,0.02866104402467151,0.0008214554445841586,11,1639,5811,0.10763683815158194,147.42215514457928,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,learned_mean,11.870935383221072,12.013937603446204,0.14300222022513154,0.02044963498931702,11,1639,5811,0.10763683815158194,181.52333686991105,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,14,oracle_no_cov,11.870935383221072,12.007611039821409,0.1366756566003371,0.018680235107133267,0,0,7450,0.10763683815158194,109.91956953494487,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,15,uniform,11.870935383221072,13.071946991314414,1.2010116080933422,1.4424288827749558,0,0,7450,0.10763683815158194,8104.236782959191,,
cliffwalking_primary,0.1,50.0,per_group,50,7450,15,occupancy,11.870935383221072,11.630384302199502,-0.24055108102156986,0.05786482258064587,0,0,7450,0.10763683815158194,173.6008736373826,,
