environment,alpha,budget_per_group,budget_unit,budget_value,total_budget,method,replications,truth,mse,mse_se,bias,estimate_sd,mean_design_constant,pilot_fraction
rainy_taxi,0.1,50.0,per_group,50,1850,tis,300,9.054140852356056,0.004865591614606986,0.0007016640647374189,-0.02489373970956237,0.06526939290392063,5.733206459080112,0.34
rainy_taxi,0.1,50.0,per_group,50,1850,uniform,300,9.054140852356056,0.003128597297514331,0.00026242422620960864,-0.011418485744006036,0.054847451694247124,5.500634702824647,0.0
rainy_taxi,0.1,100.0,per_group,100,3700,learned_mean,300,9.054140852356056,0.0014028650152072648,0.00016174441437658685,-0.01165659537912217,0.03565425949460158,4.089355827297951,0.26
rainy_taxi,0.1,100.0,per_group,100,3700,mc_ucb_frozen,300,9.054140852356056,0.0017519453942383642,0.0001602572212755531,-0.006754450149138217,0.04137667897052562,6.968573071485178,0.26
rainy_taxi,0.1,100.0,per_group,100,3700,mean_influence,300,9.054140852356056,0.0007002297827622553,5.536805440538609e-05,-0.006793882820876646,0.02561758134351141,2.5165199128836986,0.0
rainy_taxi,0.1,100.0,per_group,100,3700,occupancy,300,9.054140852356056,0.0008928949463824672,7.03742088627598e-05,-0.007897514426456642,0.028866968756991095,3.3977875610880095,0.0
rainy_taxi,0.1,100.0,per_group,100,3700,oracle_no_cov,300,9.054140852356056,0.0006715202562352644,5.123940653401996e-05,-0.00607155537515745,0.025234481735445177,2.5570460855810553,0.0
rainy_taxi,0.1,100.0,per_group,100,3700,oracle_tail,300,9.054140852356056,0.0006454303615910438,4.830641664510406e-05,-0.0062555096090611785,0.024664280180958113,2.446080548731999,0.0
rainy_taxi,0.1,100.0,per_group,100,3700,tail_no_cov,300,9.054140852356056,0.001555225345165731,0.0001741600420144847,-0.012418677650464277,0.03749249812025397,4.313004998885733,0.26
rainy_taxi,0.1,100.0,per_group,100,3700,tis,300,9.054140852356056,0.0014600961539620373,0.00015982398195809542,-0.012611926113058137,0.03613013649144484,4.2174090511402085,0.26
rainy_taxi,0.1,100.0,per_group,100,3700,uniform,300,9.054140852356056,0.0016641152624612247,0.0001391747660545218,-0.010455671552902288,0.039496761581474,5.500634702824647,0.0
rainy_taxi,0.1,200.0,per_group,200,7400,learned_mean,300,9.054140852356056,0.0005248546432905044,4.6113733410985206e-05,-0.005479254681538468,0.02228199652910589,3.4648531713021127,0.21
rainy_taxi,0.1,200.0,per_group,200,7400,mc_ucb_frozen,300,9.054140852356056,0.0008162613162807146,6.453523964645049e-05,-0.003587983004245731,0.028391453108414795,6.355645218922859,0.21
rainy_taxi,0.1,200.0,per_group,200,7400,mean_influence,300,9.054140852356056,0.00037891634827556884,3.231037871532861e-05,-0.004261645259777858,0.019025279643334336,2.492992481579193,0.0
rainy_taxi,0.1,200.0,per_group,200,7400,occupancy,300,9.054140852356056,0.0004964389346761642,4.4618926920058096e-05,-0.004290128238558045,0.021900513907309085,3.3732490687523,0.0
rainy_taxi,0.1,200.0,per_group,200,7400,oracle_no_cov,300,9.054140852356056,0.0003491099262343478,2.876913089919842e-05,-0.0035849676023641543,0.018367975990774617,2.5316922219852374,0.0
rainy_taxi,0.1,200.0,per_group,200,7400,oracle_tail,300,9.054140852356056,0.00035062499202956533,3.036835268344035e-05,-0.004188919467913491,0.018280916792751737,2.4201596219854777,0.0
rainy_taxi,0.1,200.0,per_group,200,7400,tail_no_cov,300,9.054140852356056,0.0005808152758176101,4.8849433496306904e-05,-0.005652847327975762,0.023466918141525905,3.6184725655139256,0.21
rainy_taxi,0.1,200.0,per_group,200,7400,tis,300,9.054140852356056,0.0005623719856799344,4.7700236482240156e-05,-0.0057473041805615865,0.023045842354652287,3.5121930150759924,0.21
rainy_taxi,0.1,200.0,per_group,200,7400,uniform,300,9.054140852356056,0.0007520801931723244,6.719484430781716e-05,-0.006924854816514218,0.02657972003866174,5.500634702824647,0.0
rainy_taxi,0.1,400.0,per_group,400,14800,learned_mean,300,9.054140852356056,0.00019987638450651653,1.6067855710651975e-05,-0.00420368628032092,0.01352090192230039,3.1172089200135287,0.165
rainy_taxi,0.1,400.0,per_group,400,14800,mc_ucb_frozen,300,9.054140852356056,0.0003650211495117239,3.026644000217691e-05,-0.0023963240537322743,0.018986320913066363,5.788942710128725,0.165
rainy_taxi,0.1,400.0,per_group,400,14800,mean_influence,300,9.054140852356056,0.00015891393666914812,1.2312588270862975e-05,-0.003128272290240653,0.012232195407839886,2.4782716138198113,0.0
rainy_taxi,0.1,400.0,per_group,400,14800,occupancy,300,9.054140852356056,0.00021836215017975543,1.7066377308221768e-05,-0.004322775215649977,0.014154277676254132,3.3579958963023766,0.0
rainy_taxi,0.1,400.0,per_group,400,14800,oracle_no_cov,300,9.054140852356056,0.00016334527242227044,1.3596916240080336e-05,-0.0033302923066578435,0.012359758804287128,2.5147640853122257,0.0
rainy_taxi,0.1,400.0,per_group,400,14800,oracle_tail,300,9.054140852356056,0.00015274481054078557,1.2463270610928421e-05,-0.003126000382446925,0.01197710743424159,2.4026161102129677,0.0
rainy_taxi,0.1,400.0,per_group,400,14800,tail_no_cov,300,9.054140852356056,0.00019917193352268666,1.5510441419558612e-05,-0.003653037205750215,0.013654623704976507,3.209656552843778,0.165
rainy_taxi,0.1,400.0,per_group,400,14800,tis,300,9.054140852356056,0.0001967588512878187,1.543541129346278e-05,-0.0034620086465248314,0.01361584806322429,3.1003438919071367,0.165
rainy_taxi,0.1,400.0,per_group,400,14800,uniform,300,9.054140852356056,0.00033263811578219666,2.9105373940722445e-05,-0.003028436570631404,0.01801523011529084,5.500634702824647,0.0
